imd_storm_id,name,year,dt_snap,lat,lon,wind_kt,imd_pressure_hpa,imd_dvorak_ci,imd_grade,imd_pressure_drop,oci,oci_diameter,scorpio_wind_kt,scorpio_flag,scorpio_intensity_qc,pos_suspect,date_suspect,data_source,provenance,provenance_url
1982-001,,1982,1982-05-01 03:00:00,14.0,82.5,25.0,,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-01 06:00:00,14.5,82.5,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-01 12:00:00,15.0,82.0,35.0,,2.5,CS,6.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-01 18:00:00,15.5,82.5,40.0,,2.5,CS,8.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-02 00:00:00,16.0,83.0,45.0,,3.0,CS,10.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-02 03:00:00,16.5,83.5,45.0,,3.0,CS,10.042650267804008,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-02 06:00:00,16.5,84.0,50.0,,3.5,SCS,12.398333663955563,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-02 12:00:00,16.5,84.5,55.0,,3.5,SCS,15.001983733386234,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-02 18:00:00,17.0,85.0,55.0,,3.5,SCS,15.001983733386234,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-03 00:00:00,17.0,86.0,60.0,,3.5,SCS,17.853600476096013,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-03 03:00:00,17.0,86.5,65.0,,4.0,VSCS,20.953183892084905,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-03 06:00:00,17.5,87.5,80.0,,4.5,VSCS,31.73973417972625,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-03 12:00:00,17.5,88.5,90.0,,5.0,VSCS,40.17060107121603,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-03 18:00:00,17.5,90.0,105.0,,5.5,VSCS,54.67665145804404,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-04 00:00:00,17.5,91.0,115.0,,6.0,VSCS,65.58718508232494,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-04 03:00:00,17.5,91.5,115.0,,6.0,VSCS,65.58718508232494,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-04 06:00:00,17.5,92.0,115.0,,6.0,VSCS,65.58718508232494,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-04 12:00:00,17.5,93.5,115.0,,6.0,VSCS,65.58718508232494,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-04 18:00:00,17.3,94.5,115.0,,,VSCS,65.58718508232494,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-001,,1982,1982-05-05 03:00:00,17.2,98.5,30.0,,,DD,4.463400119024003,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-05-31 12:00:00,14.5,91.5,25.0,990.0,1.5,D,3.099583415988892,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-05-31 18:00:00,19.0,91.3,30.0,988.0,2.0,DD,4.463400119024003,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-01 00:00:00,15.5,91.0,35.0,986.0,2.5,CS,6.075183495338227,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-01 03:00:00,16.0,91.0,40.0,984.0,2.5,CS,7.934933544931562,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-01 06:00:00,16.5,91.0,40.0,984.0,2.5,CS,7.934933544931562,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-01 12:00:00,16.5,90.5,40.0,984.0,2.5,CS,7.934933544931562,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-01 18:00:00,17.0,90.0,40.0,984.0,2.5,CS,7.934933544931562,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-02 00:00:00,19.0,88.5,40.0,984.0,2.5,CS,7.934933544931562,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-02 03:00:00,17.5,89.5,45.0,982.0,3.0,CS,10.042650267804008,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-02 06:00:00,17.5,89.5,45.0,982.0,3.5,CS,10.042650267804008,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-02 12:00:00,18.0,89.0,45.0,982.0,3.0,SCS,10.042650267804008,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-02 18:00:00,18.5,88.5,50.0,979.0,3.0,SCS,13.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-03 00:00:00,19.0,88.5,55.0,976.0,3.5,SCS,16.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-03 03:00:00,19.0,88.0,65.0,972.0,4.0,VSCS,22.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-03 06:00:00,19.5,87.5,80.0,960.0,4.5,VSCS,31.73973417972625,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-03 09:00:00,19.5,87.5,90.0,952.0,5.0,VSCS,40.17060107121603,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-03 12:00:00,20.0,87.0,90.0,952.0,5.0,VSCS,40.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-03 18:00:00,21.0,86.5,90.0,952.0,5.0,VSCS,40.17060107121603,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-04 00:00:00,21.5,86.0,65.0,970.0,4.0,VSCS,22.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-04 03:00:00,22.0,85.5,45.0,982.0,3.0,CS,10.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-04 06:00:00,22.5,85.0,35.0,986.0,2.5,CS,6.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-04 12:00:00,23.0,84.0,30.0,988.0,2.0,DD,4.463400119024003,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-04 18:00:00,24.0,82.5,30.0,988.0,2.0,DD,4.463400119024003,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-05 00:00:00,24.5,81.0,25.0,990.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-002,,1982,1982-06-05 03:00:00,25.0,81.5,20.0,991.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-18 03:00:00,18.0,88.0,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-18 12:00:00,18.3,87.0,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-18 18:00:00,18.4,86.5,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-19 00:00:00,18.5,86.0,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-19 03:00:00,18.5,86.0,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-19 06:00:00,18.7,85.8,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-19 12:00:00,19.0,85.5,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-003,,1982,1982-07-20 00:00:00,19.5,85.0,20.0,,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-004,,1982,1982-08-12 03:00:00,20.0,88.5,25.0,,1.5,D,3.099583415988892,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-004,,1982,1982-08-12 12:00:00,20.5,87.5,25.0,,1.5,D,3.099583415988892,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-004,,1982,1982-08-12 18:00:00,20.5,87.0,25.0,,1.5,D,3.099583415988892,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-005,,1982,1982-08-18 03:00:00,21.0,88.0,25.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-005,,1982,1982-08-18 12:00:00,21.5,87.5,25.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-005,,1982,1982-08-19 03:00:00,22.0,86.5,25.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-005,,1982,1982-08-19 12:00:00,22.2,86.0,25.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-27 03:00:00,19.0,88.5,25.0,,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-27 12:00:00,20.0,88.0,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-28 03:00:00,21.0,88.0,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-28 12:00:00,21.2,87.7,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-29 03:00:00,20.5,85.5,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-29 12:00:00,21.0,85.0,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-30 03:00:00,22.0,85.0,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-30 12:00:00,23.0,85.0,25.0,,1.5,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-31 03:00:00,24.0,84.5,25.0,,,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-08-31 12:00:00,25.0,82.0,25.0,,,D,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-09-01 03:00:00,25.0,81.5,20.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-09-01 12:00:00,25.0,81.3,20.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-09-02 03:00:00,25.0,81.0,20.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-006,,1982,1982-09-02 12:00:00,25.5,80.0,20.0,,,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-007,,1982,1982-09-09 03:00:00,18.0,89.0,25.0,,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-007,,1982,1982-09-09 12:00:00,18.5,87.0,25.0,,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-007,,1982,1982-09-10 03:00:00,20.5,85.5,25.0,,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-008,,1982,1982-09-29 00:00:00,22.0,91.5,30.0,,2.0,DD,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-008,,1982,1982-09-29 03:00:00,22.5,92.0,30.0,,,DD,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-15 03:00:00,15.5,86.5,30.0,,2.0,DD,5.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-15 12:00:00,16.0,85.5,35.0,,2.5,CS,7.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-15 18:00:00,16.3,84.5,45.0,,3.0,CS,10.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-16 00:00:00,16.5,83.5,55.0,,3.5,SCS,16.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-16 03:00:00,16.5,83.0,50.0,,3.0,SCS,14.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-16 12:00:00,17.0,82.5,40.0,,2.5,CS,8.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-009,,1982,1982-10-16 18:00:00,17.1,82.5,25.0,,1.5,DD,4.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
1982-010,,1982,1982-10-16 12:00:00,9.4,84.0,25.0,990.0,1.5,D,3.0,,,,,,False,False,IMD_only,RSMC_New_Delhi_Best_Track_imdtrack_v0.3.0,https://rsmcnewdelhi.imd.gov.in/download.php?path=uploads/best-track/78b4b0_Best_Tracks__Data__1982-2026_.xlsx
